,created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text,username,tweet_text,emojis,emoji_count,clean_text,word_count
253,2021-03-22 07:23:26,RashidaAnjar,Karachi Life Matter,Pakistan,362,2018-10-20 16:39:13,0,"[{'text': 'covidblues', 'indices': [128, 139]}]","Lockdown is like car brakes, which slow down the speed.
But to move from one place/situation to another, one has to keep going!
#covidblues
Simply space out market hours, keep livelihood of a common man running, apply a wise strategy
@MuradAliShahPPP
@murtazawahab1 
@Asad_Umar",RashidaAnjar,"Lockdown is like car brakes, which slow down the speed. But to move from one place/situation to another, one has to keep going! #covidblues Simply space out market hours, keep livelihood of a common man running, apply a wise strategy @MuradAliShahPPP @murtazawahab1 @Asad_Umar",,0,lockdown is like car brakes which slow down the speed but to move from one place situation to another one has to keep going covidblues simply space out market hours keep livelihood of a common man running apply a wise strategy muradalishahppp murtazawahab1 asad_umar,44
254,2021-03-22 07:02:43,IARTG,"Indie Author Retweet Group: Simply follow to join, then add #IARTG in any tweet you want us to re-tweet. :) #RT #indie #author #retweet #group @retweet_groups",Worldwide,1035092,2013-10-07 13:50:08,3,"[{'text': 'Pandemic', 'indices': [25, 34]}, {'text': 'SpringBreakers', 'indices': [44, 59]}, {'text': 'Covidiots', 'indices': [64, 74]}, {'text': 'SuperSpreader', 'indices': [93, 107]}, {'text': 'Coronavirus', 'indices': [115, 127]}, {'text': 'Covidiot', 'indices': [128, 137]}]",Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak   https://t.co/2NTYnqqPcc,IARTG,Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak,,0,stunning pandemic incident springbreakers are covidiots who're rioting in superspreader events coronavirus covidiot covid19 covidisairborne pandemiclife miami pandemicfatigue retweet miamibeach iartg miamispringbreak miamibeachspringbreak,23
255,2021-03-22 06:49:03,v_e_e_e_e,Grateful mom. Liberal feminist. Former foodie. Views are my own. @marlborough @wellesley @uchicago @ucla Follow my professional account @vchang_lab she/her/hers,"Los Angeles, CA",4401,2016-05-02 23:30:22,0,"[{'text': 'insomnia', 'indices': [80, 89]}, {'text': 'pandemicfatigue', 'indices': [90, 106]}, {'text': 'tired', 'indices': [107, 113]}, {'text': 'sleep', 'indices': [114, 120]}, {'text': 'WorkLifeBalance', 'indices': [121, 137]}]",Debating what time to set my alarm for the morning... are you a snoozer or not? #insomnia #pandemicfatigue #tired #sleep #WorkLifeBalance,v_e_e_e_e,Debating what time to set my alarm for the morning... are you a snoozer or not? #insomnia #pandemicfatigue #tired #sleep #WorkLifeBalance,,0,debating what time to set my alarm for the morning are you a snoozer or not insomnia pandemicfatigue tired sleep worklifebalance,21
256,2021-03-22 06:27:55,AleeniaAndruz,,,5495,2020-03-31 05:34:32,1,"[{'text': 'CovidLearning', 'indices': [65, 79]}, {'text': 'CovidFatigue', 'indices': [80, 93]}, {'text': 'Anxiety', 'indices': [94, 102]}, {'text': 'LearningStrategies', 'indices': [103, 122]}]","Coping With COVID Fatigue https://t.co/A0p00pKMTL

#CovidLearning #CovidFatigue #Anxiety #LearningStrategies #SteveVogelLearningStrategies #onlinecoaching #OnlineLearning #ADHD #learningdisability #getthegrade #mentalhealth",AleeniaAndruz,Coping With COVID Fatigue #CovidLearning #CovidFatigue #Anxiety #LearningStrategies #SteveVogelLearningStrategies #onlinecoaching #OnlineLearning #ADHD #learningdisability #getthegrade #mentalhealth,,0,coping with covid fatigue covidlearning covidfatigue anxiety learningstrategies stevevogellearningstrategies onlinecoaching onlinelearning adhd learningdisability getthegrade mentalhealth,15
257,2021-03-22 06:23:08,bickypeg,"Corbynista Socialist. Mother of 4 sons; doting granny; ex-social worker, LSA; R.C ; Missing my 1st daughter-in-law; Love MT, books.For Syria & her allies.",,203181,2011-02-14 20:02:31,0,"[{'text': 'pandemicfatigue', 'indices': [45, 61]}]",@cain_juliendave I think we're all the same. #pandemicfatigue,bickypeg,@cain_juliendave I think we're all the same. #pandemicfatigue,,0,cain_juliendave i think we're all the same pandemicfatigue,8
258,2021-03-22 05:15:47,MentalHRetweet,,Kenya,77552,2019-07-29 05:49:21,1,[],Subscribers: Working from home is causing breakdowns. Ignoring the problem and blaming the pandemic is no longer an option https://t.co/BqJSdY88zZ #COVID19 #WFH #covidfatigue #pandemicfatigue #mentalhealth #cdnecon #cdnpoli,MentalHRetweet,Subscribers: Working from home is causing breakdowns. Ignoring the problem and blaming the pandemic is no longer an option #COVID19 #WFH #covidfatigue #pandemicfatigue #mentalhealth #cdnecon #cdnpoli,,0,subscribers working from home is causing breakdowns ignoring the problem and blaming the pandemic is no longer an option covid19 wfh covidfatigue pandemicfatigue mentalhealth cdnecon cdnpoli,26
259,2021-03-22 04:43:37,BigLuke24,"I am a writer, youtuber, graphic designer, motor sports fan and football enthusiast. OHS Titan Graduate, Class of 2019! sc: @supercrimes. AMK Nation","Windermere, FL",23580,2020-02-19 01:21:11,1,"[{'text': 'PandemicFatigue', 'indices': [21, 37]}]",#PandemicFatigue is a real thing folks...,BigLuke24,#PandemicFatigue is a real thing folks...,,0,pandemicfatigue is a real thing folks,6
260,2021-03-22 02:42:07,JRobH1988,SDSU RWS lecturer/SD Mesa College Tutor. Life long student of Rhetoric. Lover of literature and all things comics & art! (Opinions are my own.) He/him ❤️😀,San Diego,6128,2011-05-23 00:59:19,1,"[{'text': 'pandemic', 'indices': [80, 89]}]","Take care of yourselves, everyone. We're all wrestling with the #pandemic, and such wrestling is not easy. If you need some help: reach out. You're not alone.

#ENGL157 #Depression #PandemicFatigue https://t.co/WQ7mR4HCDj",JRobH1988,"Take care of yourselves, everyone. We're all wrestling with the #pandemic, and such wrestling is not easy. If you need some help: reach out. You're not alone. #ENGL157 #Depression #PandemicFatigue",,0,take care of yourselves everyone we're all wrestling with the pandemic and such wrestling is not easy if you need some help reach out you're not alone engl157 depression pandemicfatigue,30
261,2021-03-21 21:41:29,SacBWW,"I write, therefore, I am. Founder, Black Women Write Pronouns are she/her/diva","Sacramento, CA",1834,2018-03-12 20:21:52,0,"[{'text': 'pandemicfatigue', 'indices': [117, 133]}, {'text': 'SelfCareSunday', 'indices': [134, 149]}]",@brownestate Duppy Conqueror and Doritos on a Sunday afternoon with @mclemoremr Don't judge us. Just let us be great.#pandemicfatigue #SelfCareSunday https://t.co/LAwFDYaoC0,SacBWW,@brownestate Duppy Conqueror and Doritos on a Sunday afternoon with @mclemoremr Don't judge us. Just let us be great.#pandemicfatigue #SelfCareSunday,,0,brownestate duppy conqueror and doritos on a sunday afternoon with mclemoremr don't judge us just let us be great pandemicfatigue selfcaresunday,21
262,2021-03-21 18:59:05,JmF_91,#WengerOut,"Boley, Co. Laois",1969,2011-03-09 23:30:20,0,"[{'text': 'covidfatigue', 'indices': [34, 47]}]",If ever there was a reflection of #covidfatigue this is it.. Easy to point the finger at a few headbangers protesting but is there anyone actually adhering to guidelines anymore? https://t.co/6RVu5HWW2J,JmF_91,If ever there was a reflection of #covidfatigue this is it.. Easy to point the finger at a few headbangers protesting but is there anyone actually adhering to guidelines anymore?,,0,if ever there was a reflection of covidfatigue this is it easy to point the finger at a few headbangers protesting but is there anyone actually adhering to guidelines anymore,30
263,2021-03-21 18:55:47,Josseeb11,"Galatians 5:22-23 Fruit of the Spirit is Joy, Love, Peace, Patience, Kindness, Goodness, Faithfulness, Gentleness, Self-Control.
#Christian#Faith#Prayer#JJO'CB",United States,8815,2011-03-01 02:38:05,0,"[{'text': 'Lockdown', 'indices': [0, 9]}, {'text': 'pandemicfatigue', 'indices': [10, 26]}, {'text': 'people', 'indices': [27, 34]}, {'text': 'emotional', 'indices': [55, 65]}, {'text': 'breakdown', 'indices': [66, 76]}, {'text': 'Vacation', 'indices': [85, 94]}, {'text': 'Away', 'indices': [95, 100]}]",#Lockdown #pandemicfatigue #people are at the point of #emotional #breakdown. Need a #Vacation #Away. 🏖🏝🏕 https://t.co/WgqDoysZT9,Josseeb11,#Lockdown #pandemicfatigue #people are at the point of #emotional #breakdown. Need a #Vacation #Away.,🏖🏝🏕,3,lockdown pandemicfatigue people are at the point of emotional breakdown need a vacation away,14
264,2021-03-21 18:48:46,WilsonsWorld,Wanna get you laughing & helping. I’m on TV. Humor is shorthand for hope. Immigrant. Born a Scouser #YNWA #IndyRef2 ¡Pa'lante #RIPBowie★#RIPMCA,"Charlotte, NC",76914,2009-05-28 19:43:33,3,[],"Article from @wsj well worth reading. Among the nuggets: “Admitting struggle doesn’t make you a whiner; it’s quite the opposite, it’s a ferocious display of strength.”

https://t.co/bE1pzZKyRu
.
.
.
.
#mentalhealth #covidfatigue #pandemiclife #covid_19 #business #WomeninBusiness https://t.co/adK9msQWF3",WilsonsWorld,"Article from @wsj well worth reading. Among the nuggets: Admitting struggle doesnt make you a whiner; its quite the opposite, its a ferocious display of strength. . . . . #mentalhealth #covidfatigue #pandemiclife #covid_19 #business #WomeninBusiness",,0,article from wsj well worth reading among the nuggets admitting struggle doesnt make you a whiner its quite the opposite its a ferocious display of strength mentalhealth covidfatigue pandemiclife covid_19 business womeninbusiness,32
265,2021-03-21 17:42:23,AnnieBeeInPhi,"Retail Veteran, Visual Merchandising, Food Styling, Photography, Urban Exploration, Fashion, ALL THE BOOKS AND MUSIC, PLZ.",,2174,2009-03-30 18:00:12,0,"[{'text': 'DillonPanthers', 'indices': [35, 50]}, {'text': 'FridayNightLights', 'indices': [76, 94]}, {'text': 'hulu', 'indices': [98, 103]}, {'text': 'pandemicfatigue', 'indices': [185, 201]}, {'text': 'pandemiclife', 'indices': [202, 215]}]","I just started crying watching the #DillonPanthers win state in Season 1 of #FridayNightLights on #hulu and if someone doesn’t hug me soon I’m going to wither up, die and turn to dust. #pandemicfatigue #pandemiclife @hulu",AnnieBeeInPhi,"I just started crying watching the #DillonPanthers win state in Season 1 of #FridayNightLights on #hulu and if someone doesnt hug me soon Im going to wither up, die and turn to dust. #pandemicfatigue #pandemiclife @hulu",,0,i just started crying watching the dillonpanthers win state in season 1 of fridaynightlights on hulu and if someone doesnt hug me soon im going to wither up die and turn to dust pandemicfatigue pandemiclife hulu,36
266,2021-03-21 16:40:09,drkarinn,"💗💚 Curious physician, @HowardU Alumna, @Columbiamsph Alumna, subway knitter, healer of minds and hearts. She/Her/Hers",,1814,2013-08-08 03:03:37,0,"[{'text': 'pandemic', 'indices': [19, 28]}, {'text': 'COVID', 'indices': [59, 65]}, {'text': 'PandemicFatigue', 'indices': [66, 82]}, {'text': 'Panorama', 'indices': [83, 92]}, {'text': 'Panini', 'indices': [93, 100]}, {'text': 'Pantene', 'indices': [101, 109]}, {'text': 'mentalhealth', 'indices': [110, 123]}, {'text': 'mindfulness', 'indices': [124, 136]}]","Talking all things #pandemic mental health at 2pm today! 

#COVID #PandemicFatigue #Panorama #Panini #Pantene #mentalhealth #mindfulness 

Attached: an updated flyer for today's @thesiphour showing I am not a medical director, but a more fit, better rested part-time psychiatrist https://t.co/1THX7SBUge",drkarinn,"Talking all things #pandemic mental health at 2pm today! #COVID #PandemicFatigue #Panorama #Panini #Pantene #mentalhealth #mindfulness Attached: an updated flyer for today's @thesiphour showing I am not a medical director, but a more fit, better rested part-time psychiatrist",,0,talking all things pandemic mental health at 2pm today covid pandemicfatigue panorama panini pantene mentalhealth mindfulness attached an updated flyer for today's thesiphour showing i am not a medical director but a more fit better rested part time psychiatrist,39
267,2021-03-21 16:27:57,UtpalBorpujari,National Award-winning Filmmaker-Film critic (#Ishu #MemoriesOfAForgottenWar  #SongsOfTheBlueHills) IIT-Roorkee Alumnus. Retweets not necessarily endorsement.,New Delhi,12459,2015-01-13 15:11:15,0,"[{'text': 'covidfatigue', 'indices': [99, 112]}, {'text': 'COVIDIOTS', 'indices': [114, 124]}]",@Dipannitasharma Much of the latest situation is because of our own carelessness and the so-called #covidfatigue. #COVIDIOTS refuse to realise that the virus is not fatigued yet.,UtpalBorpujari,@Dipannitasharma Much of the latest situation is because of our own carelessness and the so-called #covidfatigue. #COVIDIOTS refuse to realise that the virus is not fatigued yet.,,0,dipannitasharma much of the latest situation is because of our own carelessness and the so called covidfatigue covidiots refuse to realise that the virus is not fatigued yet,28
268,2021-03-21 15:17:02,Real_Business,"Dedicated to telling the truth about #SME life today. The UK's most-read content brand for those starting, running and growing a #business",London,30057,2008-06-02 14:53:38,0,"[{'text': 'worklifebalance', 'indices': [51, 67]}, {'text': 'pandemic', 'indices': [157, 166]}, {'text': 'workingmums', 'indices': [176, 188]}, {'text': 'pandemicfatigue', 'indices': [208, 224]}]","Working mothers have grappled with the question of #worklifebalance for years, but craving that work-life balance has brought a whole new meaning amidst the #pandemic, as more #workingmums are suffering from #pandemicfatigue. https://t.co/jFHzUlH26W https://t.co/4kAMU3m6kF",Real_Business,"Working mothers have grappled with the question of #worklifebalance for years, but craving that work-life balance has brought a whole new meaning amidst the #pandemic, as more #workingmums are suffering from #pandemicfatigue.",,0,working mothers have grappled with the question of worklifebalance for years but craving that work life balance has brought a whole new meaning amidst the pandemic as more workingmums are suffering from pandemicfatigue,33
269,2021-03-21 14:31:09,ararewoman,"Born Feb 6th I am Aquarius: creative, freedom loving, adventurous and extraordinary. A business woman in the spirit of fellow visionaries, inventors and artists","Wiesbaden, Deutschland",6387,2016-08-14 01:05:02,0,"[{'text': 'covidfatigue', 'indices': [29, 42]}]",@ThemTrips Oh yes. I thought #covidfatigue was used differently😉😉,ararewoman,@ThemTrips Oh yes. I thought #covidfatigue was used differently,😉😉,2,themtrips oh yes i thought covidfatigue was used differently,9
270,2021-03-21 13:37:56,thausman,Associate principal at Morgen Owings Elementary. This personal account does not represent the Lake Chelan School District.,"Chelan, WA",12991,2009-07-23 16:47:01,0,"[{'text': 'COVID19', 'indices': [137, 145]}, {'text': 'Corona', 'indices': [191, 198]}, {'text': 'waedu', 'indices': [199, 205]}, {'text': 'PandemicFatigue', 'indices': [206, 222]}]","“Now that these variants have been found, it is critical to double down on all the prevention measures to protect Washingtonians against #COVID19.” https://t.co/GoDZ35yQHH via @Yakima_Herald #Corona #waedu #PandemicFatigue",thausman,"Now that these variants have been found, it is critical to double down on all the prevention measures to protect Washingtonians against #COVID19. via @Yakima_Herald #Corona #waedu #PandemicFatigue",,0,now that these variants have been found it is critical to double down on all the prevention measures to protect washingtonians against covid19 via yakima_herald corona waedu pandemicfatigue,28
271,2021-03-21 13:10:33,brishtirnuri,Reluctant random ramblings of a reticent mind,Mumbai,3317,2009-09-16 16:01:38,0,"[{'text': 'maskupindia', 'indices': [0, 12]}, {'text': 'covidfatigue', 'indices': [166, 179]}, {'text': 'COVIDIOTS', 'indices': [180, 190]}]","#maskupindia
And to all those in states yet to see a surge, don’t be in denial. Complacency comes with a heavy price, as shown and seen by the people of Maharashtra 
#covidfatigue
#COVIDIOTS https://t.co/VIi7kRoI4W",brishtirnuri,"#maskupindia And to all those in states yet to see a surge, dont be in denial. Complacency comes with a heavy price, as shown and seen by the people of Maharashtra #covidfatigue #COVIDIOTS",,0,maskupindia and to all those in states yet to see a surge dont be in denial complacency comes with a heavy price as shown and seen by the people of maharashtra covidfatigue covidiots,33
272,2021-03-21 13:02:55,janeatkinson,I help speakers catapult their businesses. #SpeakerCoach and #Author of Wealthy Speaker 2.0,"London, Ontario",13209,2008-04-16 03:31:24,0,"[{'text': 'COVIDBlues', 'indices': [30, 41]}, {'text': 'speakingbusiness', 'indices': [63, 80]}, {'text': 'professionalspeaker', 'indices': [150, 170]}, {'text': 'success', 'indices': [234, 242]}, {'text': 'speakertraining', 'indices': [243, 259]}, {'text': 'speakingadvice', 'indices': [260, 275]}]","Need some help overcoming the #COVIDBlues so you can move your #speakingbusiness forward?

Here is some inspiration &amp; words of encouragement from #professionalspeaker, @JCAdventures1, to help you do that: https://t.co/xfKJLUOz8R

#success #speakertraining #speakingadvice https://t.co/hn01DchJJM",janeatkinson,"Need some help overcoming the #COVIDBlues so you can move your #speakingbusiness forward? Here is some inspiration and words of encouragement from #professionalspeaker, @JCAdventures1, to help you do that: #success #speakertraining #speakingadvice",,0,need some help overcoming the covidblues so you can move your speakingbusiness forward here is some inspiration and words of encouragement from professionalspeaker jcadventures1 to help you do that success speakertraining speakingadvice,32
273,2021-03-21 09:02:43,hogotheforsaken,"Mother, grandmother, daughter, sister, wife, woman, human being. Being female has shaped my entire life experience. Don’t tell me sex doesn’t matter.",,87812,2014-07-19 19:01:46,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV",hogotheforsaken,I cant wait to drop some of these pandemic related folks I follow. Follow for more cartoons! #pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine,,0,i cant wait to drop some of these pandemic related folks i follow follow for more cartoons pandemic pandemicfatigue covid19 bob_wachter mlipsitch aslavitt drericding epidemiologist socialmedia comics webcomic webcomics cartoon covidvaccine,31
274,2021-03-21 08:09:19,EssBroussard,"Dad, Husband, retired Soldier | #Jxn,Mississippi→Hiroshima (CA, TX &🌍many stops between) #BlackLivesMatter #StopAAPIHate #USArmy #TeamPixel #exjw #vote🧢🌊","Hiroshima, Japan",4547,2020-06-17 06:56:46,0,"[{'text': 'COVIDfatigue', 'indices': [21, 34]}]","@noriodaisensei Yes, #COVIDfatigue is terrible 😩
Let's hope for the best.",EssBroussard,"@noriodaisensei Yes, #COVIDfatigue is terrible Let's hope for the best.",😩,1,noriodaisensei yes covidfatigue is terrible let's hope for the best,10
275,2021-03-21 05:23:13,TeenaLegris,"Indigenous photowalker, writer, editor and creative collaborator. Winnipeg, 🇨🇦 Canada","Winnipeg, Manitoba",417,2018-11-15 19:47:53,0,"[{'text': 'covidmentalhealth', 'indices': [111, 129]}, {'text': 'windsofchange', 'indices': [130, 144]}, {'text': 'tiredofcovid', 'indices': [145, 158]}, {'text': 'oneyearofcovid', 'indices': [159, 174]}, {'text': 'pandemicfatigue', 'indices': [175, 191]}, {'text': 'covidfatigue', 'indices': [192, 205]}, {'text': 'teenalegrisphotography', 'indices': [206, 229]}]","Pandemic fatigue. We are all so tired. May this all blow over soon.
....🌬....🌬....🌬 ....🌬....🌬....🌬 ....🌬....🌬
#covidmentalhealth #windsofchange #tiredofcovid #oneyearofcovid #pandemicfatigue #covidfatigue #teenalegrisphotography https://t.co/nGBc4RqzJn",TeenaLegris,Pandemic fatigue. We are all so tired. May this all blow over soon. ............ ............ ........ #covidmentalhealth #windsofchange #tiredofcovid #oneyearofcovid #pandemicfatigue #covidfatigue #teenalegrisphotography,"🌬,🌬,🌬,🌬,🌬,🌬,🌬,🌬",8,pandemic fatigue we are all so tired may this all blow over soon covidmentalhealth windsofchange tiredofcovid oneyearofcovid pandemicfatigue covidfatigue teenalegrisphotography,20
276,2021-03-20 22:52:08,Gsanzio1,"Network Engineer #Sciencematters,
#resist, VOTE man Just Vote!# #music # politics# #science
#Boxing# Gadget Man#Sports# Memes#🌊🌊🌊🌊",Somewhere,13058,2020-05-21 02:31:54,0,"[{'text': 'Pandemicblues', 'indices': [185, 199]}]","I sleep an avg of 5 to 6 hrs  every night, I know this is not healthy , I know I  have a  sleeping  disorder,  but I refuse to get hooked on pills. This pandemic has ruined my sleep. 😥 #Pandemicblues",Gsanzio1,"I sleep an avg of 5 to 6 hrs every night, I know this is not healthy , I know I have a sleeping disorder, but I refuse to get hooked on pills. This pandemic has ruined my sleep. #Pandemicblues",😥,1,i sleep an avg of 5 to 6 hrs every night i know this is not healthy i know i have a sleeping disorder but i refuse to get hooked on pills this pandemic has ruined my sleep pandemicblues,39
277,2021-03-20 22:04:54,blkjak8426,I'm a stay at home dad and LOVE sharing time with my family. #BPD #EndTheStigma Mostly 🇨🇦🤪 #ENFP,"Chatham, Canada",14310,2010-09-13 15:13:05,0,"[{'text': 'allinthistogether', 'indices': [113, 131]}, {'text': 'covidfatigue', 'indices': [132, 145]}, {'text': 'arewethereyet', 'indices': [147, 161]}]","@littlebrunette0 Yes, it's getting to us all, some humans were/are closer to their breaking point than others... #allinthistogether #covidfatigue 
#arewethereyet https://t.co/9ldDqeOk2B",blkjak8426,"@littlebrunette0 Yes, it's getting to us all, some humans were/are closer to their breaking point than others... #allinthistogether #covidfatigue #arewethereyet",,0,littlebrunette0 yes it's getting to us all some humans were are closer to their breaking point than others allinthistogether covidfatigue arewethereyet,21
278,2021-03-20 22:00:33,convrsatnpiece,"I am...random, snarky, a procrastinator, a Sagittarian, a pluviophile, a book nerd, and lots of other awesome things I can't fit in this little space.",in da armpit of America aka NJ,45087,2009-03-27 03:46:42,0,"[{'text': 'lockdown2021', 'indices': [60, 73]}, {'text': 'covidfatigue', 'indices': [74, 87]}, {'text': 'vaccination', 'indices': [88, 100]}, {'text': 'doit', 'indices': [101, 106]}, {'text': 'letsendthis', 'indices': [107, 119]}, {'text': 'pandemic', 'indices': [120, 129]}]","Tonight would've been a nice night to go to da club 🕺 🍸 💃 

#lockdown2021 #covidfatigue #vaccination #doit #letsendthis #pandemic",convrsatnpiece,Tonight would've been a nice night to go to da club #lockdown2021 #covidfatigue #vaccination #doit #letsendthis #pandemic,"🕺,🍸,💃",3,tonight would've been a nice night to go to da club lockdown2021 covidfatigue vaccination doit letsendthis pandemic,17
279,2021-03-20 21:15:31,DrvanDonkelaar,"AVP, Research - UBCO • #TBI researcher • PI @CanadaSoar Project • Bike commuter • Book reader • @Kmason10's much-lesser half • (he/him/his)","Kelowna, B.C.",2839,2013-01-16 23:23:20,0,"[{'text': 'mountainbiking', 'indices': [34, 49]}, {'text': 'cabinlife', 'indices': [50, 60]}, {'text': 'covidblues', 'indices': [61, 72]}]",Tree therapy + mud spa = happy me #mountainbiking #cabinlife #covidblues https://t.co/0vzbqjz324,DrvanDonkelaar,Tree therapy + mud spa = happy me #mountainbiking #cabinlife #covidblues,+,1,tree therapy mud spa happy me mountainbiking cabinlife covidblues,9
280,2021-03-20 20:03:14,PhilKing007,Philosopher King,,136,2020-11-16 03:34:35,0,"[{'text': 'HateCrime', 'indices': [72, 82]}, {'text': 'asianhate', 'indices': [83, 93]}, {'text': 'covidfatigue', 'indices': [118, 131]}, {'text': 'ChinaVirus', 'indices': [191, 202]}]",@nytimes He was betting on that classic miss direction! the truth its a #HateCrime #asianhate taking root due the the #covidfatigue we are all experiencing trump gave ppl a scapegoat to hate #ChinaVirus rhetoric has take root this is not a right and left thing it’s a shitty American thing,PhilKing007,@nytimes He was betting on that classic miss direction! the truth its a #HateCrime #asianhate taking root due the the #covidfatigue we are all experiencing trump gave ppl a scapegoat to hate #ChinaVirus rhetoric has take root this is not a right and left thing its a shitty American thing,,0,nytimes he was betting on that classic miss direction the truth its a hatecrime asianhate taking root due the the covidfatigue we are all experiencing trump gave ppl a scapegoat to hate chinavirus rhetoric has take root this is not a right and left thing its a shitty american thing,50
281,2021-03-20 19:14:08,DaveR_TF,"Well, you know; what can I say?",,12570,2011-10-07 17:22:50,0,"[{'text': 'covidblues', 'indices': [49, 60]}]","@TaylorImeson What is this """"party"""" you speak of? #covidblues",DaveR_TF,"@TaylorImeson What is this """"party"""" you speak of? #covidblues",,0,taylorimeson what is this party you speak of covidblues,9
282,2021-03-20 18:49:40,AuthorMichael57,"Official Account of Michael C Schmidt aka A.Raymond, Author Wife is @MaryLSchmidt #SCBWI #memoir #childrensbooks @NewAppleAwards #ReadersFavorite",United States,320905,2016-11-21 16:06:55,14,"[{'text': 'LockdownReading', 'indices': [69, 85]}, {'text': 'pandemicfatigue', 'indices': [86, 102]}, {'text': 'lockdown', 'indices': [103, 112]}, {'text': 'investing', 'indices': [126, 136]}]","How can you benefit yourself during these times?
#LockdownReading #pandemicfatigue #lockdown things to do
#investing in yourself
Get #inspired TODAY
https://t.co/WmFU9J3vKd",AuthorMichael57,How can you benefit yourself during these times? #LockdownReading #pandemicfatigue #lockdown things to do #investing in yourself Get #inspired TODAY,,0,how can you benefit yourself during these times lockdownreading pandemicfatigue lockdown things to do investing in yourself get inspired today,20
283,2021-03-20 18:35:53,billjcameron,Covering the farce & corruption & big issues of Chicago politics since 1970 plus other scenes and writing that I like.,Chicago,8793,2012-08-28 03:49:18,0,"[{'text': 'PandemicFatigue', 'indices': [107, 123]}]","Thru no fault of his own following the science, there’s probably a way to defeat @GovPritzker because of #PandemicFatigue  https://t.co/XMythsr1KP",billjcameron,"Thru no fault of his own following the science, theres probably a way to defeat @GovPritzker because of #PandemicFatigue",,0,thru no fault of his own following the science theres probably a way to defeat govpritzker because of pandemicfatigue,19
284,2021-03-20 17:20:31,KracyTonya,,,3,2021-03-18 02:40:05,0,"[{'text': 'covidblues', 'indices': [93, 104]}]","First jab behind me, of the Pfizer Vaccine......  OUCH!!!! jab hurt, body aches/fever today. #covidblues",KracyTonya,"First jab behind me, of the Pfizer Vaccine...... OUCH!!!! jab hurt, body aches/fever today. #covidblues",,0,first jab behind me of the pfizer vaccine ouch jab hurt body aches fever today covidblues,16
285,2021-03-20 17:19:31,ItisMoody,"Innovation, futurism, pop culture, media, existentialism. Tweets/RTs/QTs/ what have you are not affiliated with any entity. My views ≠ anyone else's business.","Toronto, Ontario",42167,2010-03-03 14:01:31,0,"[{'text': 'WFH', 'indices': [163, 167]}, {'text': 'Burnout', 'indices': [168, 176]}, {'text': 'MentalHealth', 'indices': [177, 190]}, {'text': 'PandemicFatigue', 'indices': [191, 207]}]","If this article checks many boxes for you, you are not alone. In fact, you are one of millions. Such a good read by World Economic Forum:
https://t.co/drjDNbJRYk

#WFH #Burnout #MentalHealth #PandemicFatigue",ItisMoody,"If this article checks many boxes for you, you are not alone. In fact, you are one of millions. Such a good read by World Economic Forum: #WFH #Burnout #MentalHealth #PandemicFatigue",,0,if this article checks many boxes for you you are not alone in fact you are one of millions such a good read by world economic forum wfh burnout mentalhealth pandemicfatigue,31
286,2021-03-20 16:57:53,viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",കേരളം,627394,2018-01-13 18:33:01,1,"[{'text': 'covid', 'indices': [89, 95]}, {'text': 'covidfatigue', 'indices': [96, 109]}, {'text': 'groundhogsday', 'indices': [110, 124]}, {'text': 'pandemic', 'indices': [125, 134]}]",How is everyone enjoying today’s version of groundhogs day #680197166? #covid #covidfatigue #groundhogsday #pandemic #neverendinglockdown #SaturdayThoughts #whatdayisit #march #COVID19,viralvideovlogs,How is everyone enjoying todays version of groundhogs day #680197166? #covid #covidfatigue #groundhogsday #pandemic #neverendinglockdown #SaturdayThoughts #whatdayisit #march #COVID19,,0,how is everyone enjoying todays version of groundhogs day 680197166 covid covidfatigue groundhogsday pandemic neverendinglockdown saturdaythoughts whatdayisit march covid19,19
