created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-29 17:30:16,CPTDoomDC,"Son, brother, uncle. Eph. New Englander by heritage, DC resident by choice. Free market socialist. Healthcare quality is my life. Tweets are my own.","Washington, DC",51790,2011-11-06 05:14:38,2,"[{'text': 'pandemicfatigue', 'indices': [272, 288]}]","@chrislongview I'm telling you, it's like they've been coached by Disney's theme parks on this expectations management, and I'm not hating them for it. Right in the middle of this news of a new surge, announcing more improvements in the vaccine process can only help with #pandemicfatigue"
2021-03-29 16:49:55,jonesn4me,,Denham Springs,12668,2011-05-15 23:00:29,0,"[{'text': 'secretkeeper', 'indices': [97, 110]}, {'text': 'myrideordie', 'indices': [111, 123]}, {'text': 'myfirstfirstlove', 'indices': [124, 141]}, {'text': 'myfirstborn', 'indices': [142, 154]}, {'text': 'mysuperstar', 'indices': [155, 167]}, {'text': 'lilredgirl', 'indices': [168, 179]}, {'text': 'covidblues', 'indices': [180, 191]}]",“A daughter is just a little girl who grows up to be your best friend.”Happy 17th birthday to my #secretkeeper #myrideordie #myfirstfirstlove #myfirstborn #mysuperstar #lilredgirl #covidblues https://t.co/WdVEN3opNA
2021-03-29 16:14:40,jrossean,BYU Fan. UVU Futból Supporter. Dad. Libertarian. Capitalist. Church of Jesus Christ of LDS.,"provo, ut",8218,2009-04-22 05:20:34,0,"[{'text': 'covidfatigue', 'indices': [41, 54]}]",This is never really going to end is it? #covidfatigue https://t.co/v80R9p8a7o
2021-03-29 16:14:15,NeilNeart,,Dingle,50,2013-10-30 12:41:28,0,"[{'text': 'testandtrace', 'indices': [92, 105]}, {'text': 'pandemicfatigue', 'indices': [127, 143]}, {'text': 'clairebyrnelive', 'indices': [147, 163]}, {'text': 'NPHET', 'indices': [233, 239]}]","@jondmpsy @rtenews Over a year ago WHO said ockdowns are to flatten the curve and to set up #testandtrace. Dr Tony H mentioned #pandemicfatigue on #clairebyrnelive last March. The narrative and logic applied by NPHET keeps changing. #NPHET's stated objectives are to save the HSE, not the country."
2021-03-29 15:21:50,TheMillenialTh1,Snowflake millenial therapist • 🏳️‍🌈 • 🤷🏾‍♀️,"London, England",163,2020-01-19 20:37:30,0,"[{'text': 'covidfatigue', 'indices': [93, 106]}, {'text': 'depression', 'indices': [107, 118]}, {'text': 'MentalHealthAwareness', 'indices': [119, 141]}]",Can we normalise mental health professionals struggling with mental illness thank you please #covidfatigue #depression #MentalHealthAwareness
2021-03-29 14:04:18,BHCETS,"Brighton & Hove City Council’s Communities, Equalities & Third Sector including the Safer Communities Team.",Brighton and Hove,7888,2010-06-16 14:16:23,1,"[{'text': 'brightonandhove', 'indices': [114, 130]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/LUx1iD7y7A"
2021-03-29 13:51:26,kat_tejas,no,"Panvel, India",222,2018-06-16 06:09:39,1,"[{'text': 'MaharashtraGovernment', 'indices': [16, 38]}, {'text': 'COVIDWAR', 'indices': [56, 65]}, {'text': 'Covidfatigue', 'indices': [110, 123]}]","#MaharashtraGovernment was handling the #COVIDWAR very well. But not any more, perhaps due 2  #Covidfatigue and an indisciplined populace. Covid help desks have shut leaving citizens clueless. Then &amp; Now: My take @AUThackeray @OfficeofUT @rajeshtope11 @sadanandsule @NMMCCommr https://t.co/7XRAPYArUx"
2021-03-29 13:01:27,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,1,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/LUx1iD7y7A"
2021-03-29 12:10:13,yeayeaiknow,***Insert Witty Remark Here – thus causing people to think you are an amusing genius***,18°30'58N 73°51'34E,10863,2009-12-14 03:58:10,0,"[{'text': 'CovidBlues', 'indices': [58, 69]}]","Some day. Again. When the world isn't turned upside down.
#CovidBlues https://t.co/fS2kbCh6kr"
2021-03-29 12:03:07,TashaBella2014,Writer; Former criminal defense attorney and educator; Liberal; Nature lover,USA,10171,2009-02-20 23:21:21,0,"[{'text': 'PandemicFatigue', 'indices': [34, 50]}]","When I hear people complain about #PandemicFatigue  and how they're tired of Covid restrictions and want to get back to restaurants and to see their grandchildren, I think of my enslaved ancestors. I think of how tired they must have been. Pisses me off."
2021-03-29 11:45:06,BMLeadership,Leadership Mentor | Performance Coach | Keynote Speaker | Best Selling Author. https://t.co/bupO7c5QUt #LeadOn,"Hertfordshire, UK",10748,2011-06-15 10:43:23,0,"[{'text': 'covidfatigue', 'indices': [157, 170]}, {'text': 'lockdownlethargy', 'indices': [174, 191]}, {'text': 'pandemicfatigue', 'indices': [194, 210]}, {'text': 'Leadership', 'indices': [215, 226]}, {'text': 'remoteteams', 'indices': [227, 239]}]","Never before have I received so many requests for support around a single topic than the last 4 weeks. So, here you go, this is for all those suffering from #covidfatigue  , #lockdownlethargy , #pandemicfatigue ... #Leadership #remoteteams
https://t.co/Dl41TMhZdN https://t.co/ZWsN0rvM6C"
2021-03-29 09:58:41,iris_swami,"Entrepreneur, XBRL evangelist, blogger, violinist, ultraslow marathoner, extinguished journalist, policy wonk, mad as a hatter, RT not endorsement","Navi Mumbai, India",4568,2014-09-23 07:00:21,1,"[{'text': 'MaharashtraGovernment', 'indices': [0, 22]}, {'text': 'COVIDWAR', 'indices': [40, 49]}, {'text': 'Covidfatigue', 'indices': [94, 107]}]","#MaharashtraGovernment was handling the #COVIDWAR very well. But not any more, perhaps due 2  #Covidfatigue and an indisciplined populace. Covid help desks have shut leaving citizens clueless. Then &amp; Now: My take @AUThackeray @OfficeofUT @rajeshtope11 @sadanandsule @NMMCCommr https://t.co/7XRAPYArUx"
2021-03-29 06:11:26,LZCounselling,"Psychodynamic Counsellor | Private Practice I MBACP
 #loss #abuse #racialtrauma #loneliness #selfesteem",,499,2020-12-06 09:28:47,4,[],"Is anyone else feeling pandemic fatigue? We know we are! Here are 5 helpful tips to help you manage it 👇💭

#pandemicfatigue #mentalhealth https://t.co/RMoknPyi1d"
2021-03-29 05:10:54,Loggerhead_,"Meeting on the Bridge of Freedom. Ours to WIN or LOSE. Save the sea turtles ...and human beings. #STOPchemtrails They make us sick & Block our Sun, by design.",,43195,2010-05-07 01:06:57,52,[],"""Timing is critical""

""By the time the [] vaccine was available, concern was lower, &amp; so a lot of people chose not to get it.""

""An important aspect of timing is repetition.""

""This makes it important that people hear similar messages from a range of messengers.""

#COVIDFatigue https://t.co/lY8t8UWySz"
2021-03-29 04:30:36,r0n1dea888,,"San Francisco, Ca. ",1377,2012-07-01 04:18:19,0,"[{'text': 'pandemicfatigue', 'indices': [102, 118]}]","Staying positive in the unusual times...
Pandemic fatigue is real...
The pressure is unbelievable...

#pandemicfatigue https://t.co/Z2xIazOtiA"
2021-03-29 04:23:31,dannyasu2021,Human Communications major || ASU,"Buffalo, NY",70,2021-01-16 01:31:52,0,"[{'text': 'covidburnout', 'indices': [42, 55]}]",i thought i was gonna graduate and thrive #covidburnout https://t.co/w021mmytuz
2021-03-29 03:36:57,jrevan20,"Hey ya'll! I'm Jai a Junior at The Walter Cronkite School, a Chicago girl who loves being social and meeting new people!",,30,2021-03-15 03:44:41,0,"[{'text': 'Pandemicblues', 'indices': [93, 107]}]",Oh so y'all telling me we've been in a pandemic for only a year and not a whole 10 decades?🤯 #Pandemicblues https://t.co/3p4gy4CQN7
2021-03-29 03:33:43,jrevan20,"Hey ya'll! I'm Jai a Junior at The Walter Cronkite School, a Chicago girl who loves being social and meeting new people!",,30,2021-03-15 03:44:41,0,"[{'text': 'Pandemicblues', 'indices': [107, 121]}]","Tame Impala throwing a mask-free concert in Australia because COVID is a thing of a past there...How nice🙃
#Pandemicblues https://t.co/QieLDWAMLw"
2021-03-29 03:27:09,jrevan20,"Hey ya'll! I'm Jai a Junior at The Walter Cronkite School, a Chicago girl who loves being social and meeting new people!",,30,2021-03-15 03:44:41,0,"[{'text': 'Pandemicblues', 'indices': [99, 113]}]",I heard another country just lifted all COVID restrictions safely and appropriately...Must be nice #Pandemicblues https://t.co/Bq8EYMOGnm
2021-03-29 03:09:26,jrevan20,"Hey ya'll! I'm Jai a Junior at The Walter Cronkite School, a Chicago girl who loves being social and meeting new people!",,30,2021-03-15 03:44:41,0,"[{'text': 'pandemicblues', 'indices': [241, 255]}, {'text': 'MCO335', 'indices': [256, 263]}]","This meme personifies my sudden realization of time spent in a pandemic recently, this past year has been tough for everyone and when I see other countries flourishing outside of the pandemic it can be confusing and sad. This is apart of my #pandemicblues #MCO335 https://t.co/1d30LNshgC"
2021-03-29 01:34:31,ArTallks,#SupportLivingArtist ✨ The Love of #Art #Entertainment #Music #Writing #ArtsEdu ARTist Create + Give ~ #ARTivist #ARTS #Culture #ArtNews #Lifestyle #Media #News,Los Angeles Universe Omniverse,469330,2012-08-12 16:08:49,2,[],You know the world has gone to shit when AGENT PROVOCATEUR is selling face masks for $70 and you actually consider it.  @TheMissAP #covid #covidfatigue
2021-03-29 00:43:30,tvmoviedan,"Advertising Account Executive, lover of films, tv, funny people ... and lover of 3 Brewers Kanata! And other things too xo","Ottawa, Ontario",179685,2009-09-24 01:45:28,1,"[{'text': 'covidfatigue', 'indices': [100, 113]}]","Hoping April is better than March. What a dreary, dragging month for the most part. #covidfatigue"
2021-03-29 00:20:43,ulanda_waiters,Fighting against stark county children,Canton ohio,2048,2017-12-30 03:19:45,1,[],"Today I stood and sang a hymn in church. A brave lady who was tired of being told not to praise the Lord stood and I joined her. All Glory Laud and Honor. Out loud, in tune, faithfully. Don’t let Covid steal your praise #Easter #Covidfatigue"
2021-03-28 23:33:15,buddy_dek,#Dad #Dem #PopPop #ProudUSNVet #Progressive #Medicare4All #Vaxxed2X #FixClimate #FollowBack #PayFairShareTaxes #BidenHarris #CancerSurvivor #MaskUp #NoDMs #PDA,"New York, N.Y.",229467,2013-10-16 00:25:49,0,"[{'text': 'PandemicFatigue', 'indices': [81, 97]}, {'text': 'LessonsOf1919', 'indices': [98, 112]}, {'text': 'ActionsHaveConsequences', 'indices': [113, 137]}]",People Paid a Big Price for Prematurely Dropping Pandemic Measures a Century Ago #PandemicFatigue #LessonsOf1919 #ActionsHaveConsequences https://t.co/GC4vu5Dpvd via @truthout
2021-03-28 23:32:09,BeerGeekSmit,Taking it day by day. Husband and father of two. Waiting for my tumor surgery date.,Canada,1414,2015-07-28 18:44:14,0,"[{'text': 'covidfatigue', 'indices': [128, 141]}]","@keithbaldrey Is this our world now? One Covid variant to the next? One vaccine, another vaccine, maybe one more down the road? #covidfatigue"
2021-03-28 23:24:10,iowaguy1970,"great cook, gardener, photographer and comic book collector, involved with my church, Brain Injury and aged-out foster kids. ISU Master Gardener.","Waterloo, Iowa",8040,2010-08-31 21:16:29,1,"[{'text': 'Easter', 'indices': [220, 227]}, {'text': 'Covidfatigue', 'indices': [228, 241]}]","Today I stood and sang a hymn in church. A brave lady who was tired of being told not to praise the Lord stood and I joined her. All Glory Laud and Honor. Out loud, in tune, faithfully. Don’t let Covid steal your praise #Easter #Covidfatigue"
2021-03-28 23:16:42,EpicureanConslt,Business | Technology | Language | Philosophy | Psychology | Society,,1051,2014-11-01 22:17:13,0,"[{'text': 'PandemicFatigue', 'indices': [240, 256]}]","The senior guys’ view is, shut up or quit..virtual leash...I was not eating, showering or doing anything else other than working from morning until midnight..supply-demand imbalance...I didn’t want to work less. I wanted the responsibility #PandemicFatigue https://t.co/SpfH179avo"
2021-03-28 22:36:33,GetParentology,"Launched in 2019, Parentology is your information destination for parenting in the digital age. We cover news, trends, technologies that impact families.",Los Angeles,7339,2019-02-07 17:42:20,3,"[{'text': 'HEALTH', 'indices': [102, 109]}, {'text': 'MentalHealth', 'indices': [110, 123]}, {'text': 'NEWS', 'indices': [124, 129]}]",Mental Health of the World Study — See Who’s Most At Risk https://t.co/eEnL8LNbkA #HEALTH #MentalHealth #NEWS #COVIDFatigue https://t.co/beZlO9HJTV
2021-03-28 22:36:06,DawnRoseTurner,Perpetually curious,"Comox Valley, BC",441581,2009-04-27 07:08:59,13,"[{'text': 'covidblues', 'indices': [44, 55]}]","making music has power. keeps #covidblues away. recording, arranging, mixing: great fun, love it!"
2021-03-28 22:25:14,barefootpagan,"Male #Wiccan (2002). Gothic hippie, with all the psychological complications that creates. Nostalgic, #INFP. Night sky gazer.","Middle, USA",10935,2013-05-20 17:02:04,0,"[{'text': 'pandemicfatigue', 'indices': [7, 23]}]","I know #pandemicfatigue is getting the best of me, as I’m watching Scream for the 200th time in my life. Drew’s burning Jiffy Pop on the stove still bothers me! https://t.co/ZEZpEsa69I"
2021-03-28 19:43:00,addyiceangel,"My corner of the Twitter Universe where I try to unfreeze my soul by looking at & sharing pretty pics. 
PLEASE~NO GROUP TWEETS
NO GROUP MENTIONS
No Quote Tweets","Saskatchewan, Canada",518223,2017-08-14 07:08:49,41,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
2021-03-28 19:38:29,tvmoviedan,"Advertising Account Executive, lover of films, tv, funny people ... and lover of 3 Brewers Kanata! And other things too xo","Ottawa, Ontario",179685,2009-09-24 01:45:28,1,"[{'text': 'covidfatigue', 'indices': [84, 97]}]","Hoping April is better than March. What a dreary, dragging month for the most part. #covidfatigue"
2021-03-28 17:21:43,bbeevee,Lucky Underachiever.,"Anaheim, CA",5776,2012-12-01 22:51:21,13,"[{'text': 'covidblues', 'indices': [44, 55]}]","making music has power. keeps #covidblues away. recording, arranging, mixing: great fun, love it!"
2021-03-28 17:10:53,MelissaJoyRD,"Guilt-Free RD® & Host of Sound Bites® #Podcast. #Sustainable #Nutrition Conversations Leader, Agvocate, #Media Expert/Trainer, Accidental Triathlete, Mom.",Chicago,13194,2010-10-28 18:31:32,2,[],"If you’re struggling to process this tough anniversary of a global tragedy, consider pre-ordering my book, with 30 lessons from history designed to help you do just that. 
#COVID19 #pandemiversary #pandemicfatigue #epitwitter #MedTwitter #twitterstorians 

https://t.co/TugofoRHpL"
2021-03-28 17:08:22,mirandambailey,"Sun-Aquarius /Rising-Virgo/ Moon-Leo ~ Basically a workaholic, Multi-Passionate Renaissance Woman🍒
https://t.co/B6EzvwaaHu",Hollywood,10954,2008-10-06 00:58:26,2,"[{'text': 'covid', 'indices': [131, 137]}, {'text': 'covidfatigue', 'indices': [138, 151]}]",You know the world has gone to shit when AGENT PROVOCATEUR is selling face masks for $70 and you actually consider it.  @TheMissAP #covid #covidfatigue
2021-03-28 16:41:07,ShelleyHagues,Local Government Strategic Policy & Planning Manager with a passion for positive change in local communities! All views my own,"Arbroath, Scotland",2706,2011-10-24 15:08:37,0,"[{'text': 'BeKind', 'indices': [42, 49]}, {'text': 'pandemicfatigue', 'indices': [50, 66]}]",Totally agree with this👇🏼 take time out 🤣 #BeKind #pandemicfatigue https://t.co/KFVEGf7Fee
2021-03-28 16:07:49,FaisalAlRehman,"@PMTigersForcePK Volunteer @TigersForceICT
@dcislamabad Office Task force Volunteer
@FaisalAlRehman",,16547,2020-09-24 05:02:58,41,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
2021-03-28 16:05:54,A_R_TforPEACE,"Make Art in your life for Peace. Amour Respect Tolérance pour tout être vivant. NO DM, NO PORN, NO GROUP please.","Corse, Ile de Beauté.",357644,2018-01-21 14:14:11,41,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
